canonical_pathway	pvalue_adj	sig
KEGG_MEDICUS_VARIANT_AMPLIFIED_EGFR_TO_PLCG_CAMK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_AMPLIFIED_EGFR_TO_RAS_ERK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_AMPLIFIED_FGFR_TO_PI3K_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_AMPLIFIED_FGFR_TO_RAS_ERK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_AMPLIFIED_MDM2_TO_P21_CELL_CYCLE_G1_S	1	0
KEGG_MEDICUS_VARIANT_AMPLIFIED_MET_TO_PI3K_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_AMPLIFIED_MYCN_TO_TRANSCRIPTIONAL_ACTIVATION	1	0
KEGG_MEDICUS_VARIANT_AMPLIFIED_MYCN_TO_TRANSCRIPTIONAL_REPRESSION	1	0
KEGG_MEDICUS_VARIANT_AMPLIFIED_MYC_TO_CELL_CYCLE_G1_S	1	0
KEGG_MEDICUS_VARIANT_AMPLIFIED_MYC_TO_P15_CELL_CYCLE_G1_S	1	0
KEGG_MEDICUS_VARIANT_AMPLIFIED_MYC_TO_P27_CELL_CYCLE_G1_S	1	0
KEGG_MEDICUS_VARIANT_AMPLIFIED_PDGFR_TO_PI3K_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_AMPLIFIED_PDGFR_TO_PLCG_CAMK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_AMPLIFIED_PDGFR_TO_RAS_ERK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_AMPLIFIED_REL_TO_TRANSCRIPTION	1	0
KEGG_MEDICUS_VARIANT_AREG_OVEREXPRESSION_TO_PI3K_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_BCL2_OVEREXPRESSION_TO_INTRINSIC_APOPTOTIC_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_BCR_ABL_FUSION_KINASE_TO_PI3K_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_BCR_ABL_FUSION_KINASE_TO_RAS_ERK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_CDH1_REDUCED_EXPRESSION_TO_BETA_CATENIN_SIGNALING_PATHWAY	0	1
KEGG_MEDICUS_VARIANT_CYP11B1_CYP11B2_FUSION_TO_ACTH_CORTISOL_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_DAB1_OVEREXPRESSION_TO_RELN_VLDLR_PI3K_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_DELETED_DMD_TO_DYSTROPHIN_ASSOCIATED_PROTEIN_COMPLEX	1	0
KEGG_MEDICUS_VARIANT_DUPLICATION_OR_MUTATION_ACTIVATED_FLT3_TO_RAS_ERK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_DUPLICATION_OR_MUTATION_ACTIVATED_FLT3_TO_RAS_PI3K_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_EGFR_OVEREXPRESSION_TO_PI3K_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_EGF_OVEREXPRESSION_TO_PI3K_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_EGF_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_EML4_ALK_FUSION_KINASE_TO_PI3K_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_EML4_ALK_FUSION_KINASE_TO_PLCG_ERK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_EML4_ALK_FUSION_KINASE_TO_RAS_ERK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_ERBB2_OVEREXPRESSION_TO_EGF_JAK_STAT_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_ERBB2_OVEREXPRESSION_TO_PI3K_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_EREG_OVEREXPRESSION_TO_PI3K_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_EWSR1_WT1_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION	1	0
KEGG_MEDICUS_VARIANT_FZD7_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_HRAS_OVEREXPRESSION_TO_ERK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_IGF2_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_IGH_MMSET_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION	1	0
KEGG_MEDICUS_VARIANT_LOSS_OF_CDKN1B_TO_P27_CELL_CYCLE_G1_S	1	0
KEGG_MEDICUS_VARIANT_LOSS_OF_RASSF1_TO_RAS_RASSF1_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_LOSS_OF_VHL_TO_HIF_1_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_LRP6_OVEREXPRESSION_TO_WNT_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MET_OVEREXPRESSION_TO_RAS_ERK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MLL_AF4_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION	1	0
KEGG_MEDICUS_VARIANT_MLL_ENL_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION	1	0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_CACNA1D_H_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_EGFR_TO_PI3K_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_EGFR_TO_PLCG_ERK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_EGFR_TO_RAS_ERK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_FGFR3_TO_RAS_ERK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_GNAS_TO_ACTH_CORTISOL_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_GNAS_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_GRM1_TO_MGLUR1_TRPC3_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_ITPR1_TO_MGLUR1_TRPC3_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_KCNJ5_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_KIT_TO_PI3K_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_KIT_TO_RAS_ERK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_KRAS_NRAS_TO_ERK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_KRAS_NRAS_TO_PI3K_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_MET_TO_PI3K_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_MET_TO_RAS_ERK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_PI3K_TO_PI3K_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_PRKACA_TO_ACTH_CORTISOL_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_RET_TO_PI3K_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABBERANT_ATXN2_3_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_AGE_RAGE_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ANTEROGRADE_AXONAL_TRANSPORT	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_CROSSTALK_BETWEEN_EXTRINSIC_AND_INTRINSIC_APOPTOTIC_PATHWAYS	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_IRE1A_JNK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_MACHR_CA2_APOPTOTIC_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_TRANSPORT_OF_CALCIUM	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_VGCC_CA2_APOPTOTIC_PATHWAY_N01004	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_VGCC_CA2_APOPTOTIC_PATHWAY_N01006	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ATXN1_TO_RORA_MEDIATED_TRANSCRIPTION	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_DCTN1_TO_RETROGRADE_AXONAL_TRANSPORT	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_ANTEROGRADE_AXONAL_TRANSPORT	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_AUTOPHAGY_VESICLE_NUCLEATION	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_CREB_MEDIATED_TRANSCRIPTION	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_ELECTRON_TRANSFER_IN_COMPLEX_III	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_REST_MEDIATED_TRANSCRIPTIONAL_REPRESSION	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_RETROGRADE_AXONAL_TRANSPORT	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_TNF_JNK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_TRANSPORT_OF_CALCIUM	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_PDYN_TO_TRANSPORT_OF_CALCIUM	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_PSEN1_TO_ANTEROGRADE_AXONAL_TRANSPORT	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_PSEN1_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_PSEN_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ANTEROGRADE_AXONAL_TRANSPORT	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_PERK_ATF4_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SNCA_TO_VGCC_CA2_APOPTOTIC_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_INTRINSIC_APOPTOTIC_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_PERK_ATF4_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_RETROGRADE_AXONAL_TRANSPORT	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SPTBN2_TO_MGLUR1_TRPC3_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_TDP43_TO_ELECTRON_TRANSFER_IN_COMPLEX_I	1	0
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_TUBA4A_TO_RETROGRADE_AXONAL_TRANSPORT	1	0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_APC_TO_WNT_SIGNALING_PATHWAY	0	1
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATP1A1_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATP2B3_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATXN3_TO_AUTOPHAGY_VESICLE_NUCLEATION	1	0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_AXIN_TO_WNT_SIGNALING_PATHWAY	0	1
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_DJ1_TO_FAS_JNK_SIGNALING_PATWHAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_FGF17_TO_RAS_ERK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_FGF8_TO_RAS_ERK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_OPTN_TO_PINK_PARKIN_MEDIATED_AUTOPHAGOSOME_FORMATION	1	0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_P62_TO_PINK_PARKIN_MEDIATED_AUTOPHAGOSOME_FORMATION	1	0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PDE11A_PDE8B_TO_ACTH_CORTISOL_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PINK1_TO_ELECTRON_TRANSFER_IN_COMPLEX_I	1	0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PINK1_TO_INTRINSIC_APOPTOTIC_PATHWAY_N01048	1	0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PINK1_TO_INTRINSIC_APOPTOTIC_PATHWAY_N01050	1	0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PRKAR1A_TO_ACTH_CORTISOL_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PRKAR1A_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PRKCG_TO_MGLUR1_TRPC3_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PRKN_TO_INTRINSIC_APOPTOTIC_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PROK2_TO_PROK_PRKR_GI_ERK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PROKR2_TO_PROK_PRKR_GI_ERK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_RASD1_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_SIGMAR1_TO_CA2_APOPTOTIC_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_TP53_TO_TRANSCRIPTION	1	0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_UBQLN2_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	1	0
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_VCP_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	1	0
KEGG_MEDICUS_VARIANT_NOTCH_OVEREXPRESSION_TO_NOTCH_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_OLIGOMERIC_CONFORMATION_PRPC_TO_ANTEROGRADE_AXONAL_TRANSPORT	1	0
KEGG_MEDICUS_VARIANT_RET_FUSION_KINASE_TO_RAS_ERK_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION	1	0
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_PERK_ATF4_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_PRNP_PI3K_NOX2_SIGNALING_PATHWAY	0	1
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_TRANSPORT_OF_CALCIUM	1	0
KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_VGCC_CA2_APOPTOTIC_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_TEL_AML1_FUSION_TO_TRANSCRIPTIONAL_REPRESSION	1	0
KEGG_MEDICUS_VARIANT_TGFA_OVEREXPRESSION_TO_PI3K_SIGNALING_PATHWAY	1	0
KEGG_MEDICUS_VARIANT_TMPRSS2_ERG_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION	1	0
KEGG_MEDICUS_VARIANT_TRK_FUSION_KINASE_TO_RAS_ERK_SIGNALING_PATHWAY	1	0
PID_A6B1_A6B4_INTEGRIN_PATHWAY	1	0
PID_AJDISS_2PATHWAY	1	0
PID_ALK1_PATHWAY	1	0
PID_ALK2_PATHWAY	1	0
PID_ALPHA_SYNUCLEIN_PATHWAY	1	0
PID_AMB2_NEUTROPHILS_PATHWAY	1	0
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	1	0
PID_ANTHRAX_PATHWAY	1	0
PID_AP1_PATHWAY	1	0
PID_ARF6_DOWNSTREAM_PATHWAY	1	0
PID_ARF6_PATHWAY	1	0
PID_ARF6_TRAFFICKING_PATHWAY	1	0
PID_ARF_3PATHWAY	1	0
PID_AR_NONGENOMIC_PATHWAY	1	0
PID_AR_PATHWAY	1	0
PID_AR_TF_PATHWAY	1	0
PID_ATF2_PATHWAY	1	0
PID_ATM_PATHWAY	1	0
PID_ATR_PATHWAY	1	0
PID_AURORA_A_PATHWAY	1	0
PID_AURORA_B_PATHWAY	1	0
PID_AVB3_INTEGRIN_PATHWAY	1	0
PID_AVB3_OPN_PATHWAY	1	0
PID_BARD1_PATHWAY	1	0
PID_BCR_5PATHWAY	1	0
PID_BETA_CATENIN_DEG_PATHWAY	1	0
PID_BETA_CATENIN_NUC_PATHWAY	1	0
PID_BMP_PATHWAY	1	0
PID_CASPASE_PATHWAY	1	0
PID_CD40_PATHWAY	1	0
PID_CD8_TCR_DOWNSTREAM_PATHWAY	1	0
PID_CD8_TCR_PATHWAY	1	0
PID_CDC42_PATHWAY	1	0
PID_CDC42_REG_PATHWAY	1	0
PID_CERAMIDE_PATHWAY	1	0
PID_CIRCADIAN_PATHWAY	1	0
PID_CMYB_PATHWAY	1	0
PID_CONE_PATHWAY	1	0
PID_CXCR3_PATHWAY	1	0
PID_CXCR4_PATHWAY	1	0
PID_DELTA_NP63_PATHWAY	1	0
PID_DNA_PK_PATHWAY	1	0
PID_E2F_PATHWAY	1	0
PID_ECADHERIN_KERATINOCYTE_PATHWAY	1	0
PID_ECADHERIN_NASCENT_AJ_PATHWAY	1	0
PID_ECADHERIN_STABILIZATION_PATHWAY	0	1
PID_ENDOTHELIN_PATHWAY	1	0
PID_EPHA2_FWD_PATHWAY	1	0
PID_EPHA_FWDPATHWAY	0	1
PID_EPHB_FWD_PATHWAY	1	0
PID_EPHRINB_REV_PATHWAY	1	0
PID_EPO_PATHWAY	1	0
PID_ERA_GENOMIC_PATHWAY	1	0
PID_ERBB1_DOWNSTREAM_PATHWAY	1	0
PID_ERBB1_INTERNALIZATION_PATHWAY	1	0
PID_ERBB1_RECEPTOR_PROXIMAL_PATHWAY	1	0
PID_ERBB2_ERBB3_PATHWAY	1	0
PID_ERBB4_PATHWAY	1	0
PID_ERBB_NETWORK_PATHWAY	1	0
PID_ERB_GENOMIC_PATHWAY	1	0
PID_ER_NONGENOMIC_PATHWAY	1	0
PID_FAK_PATHWAY	1	0
PID_FANCONI_PATHWAY	1	0
PID_FAS_PATHWAY	1	0
PID_FCER1_PATHWAY	1	0
PID_FGF_PATHWAY	1	0
PID_FOXM1_PATHWAY	1	0
PID_FOXO_PATHWAY	1	0
PID_FRA_PATHWAY	1	0
PID_GLYPICAN_1PATHWAY	1	0
PID_GMCSF_PATHWAY	1	0
PID_HDAC_CLASSIII_PATHWAY	1	0
PID_HDAC_CLASSII_PATHWAY	1	0
PID_HDAC_CLASSI_PATHWAY	1	0
PID_HEDGEHOG_2PATHWAY	0	1
PID_HEDGEHOG_GLI_PATHWAY	1	0
PID_HES_HEY_PATHWAY	1	0
PID_HIF1A_PATHWAY	1	0
PID_HIF1_TFPATHWAY	1	0
PID_HIF2PATHWAY	0	1
PID_HIV_NEF_PATHWAY	1	0
PID_HNF3A_PATHWAY	1	0
PID_HNF3B_PATHWAY	1	0
PID_IFNG_PATHWAY	1	0
PID_IGF1_PATHWAY	1	0
PID_IL12_2PATHWAY	1	0
PID_IL12_STAT4_PATHWAY	1	0
PID_IL1_PATHWAY	0	1
PID_IL23_PATHWAY	1	0
PID_IL27_PATHWAY	1	0
PID_IL2_1PATHWAY	1	0
PID_IL2_PI3K_PATHWAY	1	0
PID_IL2_STAT5_PATHWAY	1	0
PID_IL3_PATHWAY	1	0
PID_IL4_2PATHWAY	1	0
PID_IL5_PATHWAY	1	0
PID_IL6_7_PATHWAY	1	0
PID_IL8_CXCR1_PATHWAY	1	0
PID_IL8_CXCR2_PATHWAY	1	0
PID_ILK_PATHWAY	1	0
PID_INSULIN_GLUCOSE_PATHWAY	1	0
PID_INSULIN_PATHWAY	1	0
PID_INTEGRIN1_PATHWAY	1	0
PID_INTEGRIN2_PATHWAY	1	0
PID_INTEGRIN3_PATHWAY	1	0
PID_INTEGRIN4_PATHWAY	0	1
PID_INTEGRIN5_PATHWAY	1	0
PID_INTEGRIN_A4B1_PATHWAY	1	0
PID_INTEGRIN_A9B1_PATHWAY	1	0
PID_INTEGRIN_CS_PATHWAY	0	1
PID_KIT_PATHWAY	1	0
PID_LIS1_PATHWAY	1	0
PID_LKB1_PATHWAY	1	0
PID_LPA4_PATHWAY	1	0
PID_LYMPH_ANGIOGENESIS_PATHWAY	1	0
PID_LYSOPHOSPHOLIPID_PATHWAY	1	0
PID_MAPK_TRK_PATHWAY	1	0
PID_MET_PATHWAY	1	0
PID_MTOR_4PATHWAY	1	0
PID_MYC_ACTIV_PATHWAY	1	0
PID_MYC_PATHWAY	1	0
PID_MYC_REPRESS_PATHWAY	1	0
PID_NCADHERIN_PATHWAY	1	0
PID_NECTIN_PATHWAY	1	0
PID_NEPHRIN_NEPH1_PATHWAY	1	0
PID_NETRIN_PATHWAY	1	0
PID_NFAT_3PATHWAY	1	0
PID_NFAT_TFPATHWAY	1	0
PID_NFKAPPAB_ATYPICAL_PATHWAY	1	0
PID_NFKAPPAB_CANONICAL_PATHWAY	1	0
PID_NOTCH_PATHWAY	1	0
PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY	1	0
PID_P38_ALPHA_BETA_PATHWAY	1	0
PID_P38_GAMMA_DELTA_PATHWAY	1	0
PID_P38_MK2_PATHWAY	1	0
PID_P38_MKK3_6PATHWAY	1	0
PID_P53_DOWNSTREAM_PATHWAY	1	0
PID_P53_REGULATION_PATHWAY	1	0
PID_P73PATHWAY	1	0
PID_P75_NTR_PATHWAY	1	0
PID_PDGFRA_PATHWAY	1	0
PID_PDGFRB_PATHWAY	1	0
PID_PI3KCI_AKT_PATHWAY	1	0
PID_PI3KCI_PATHWAY	1	0
PID_PI3K_PLC_TRK_PATHWAY	1	0
PID_PLK1_PATHWAY	1	0
PID_PRL_SIGNALING_EVENTS_PATHWAY	1	0
PID_PS1_PATHWAY	1	0
PID_PTP1B_PATHWAY	1	0
PID_RAC1_PATHWAY	1	0
PID_RAC1_REG_PATHWAY	1	0
PID_RANBP2_PATHWAY	1	0
PID_RAS_PATHWAY	1	0
PID_RB_1PATHWAY	1	0
PID_REELIN_PATHWAY	1	0
PID_REG_GR_PATHWAY	1	0
PID_RETINOIC_ACID_PATHWAY	1	0
PID_RET_PATHWAY	1	0
PID_RHOA_PATHWAY	1	0
PID_RHOA_REG_PATHWAY	1	0
PID_RHODOPSIN_PATHWAY	1	0
PID_RXR_VDR_PATHWAY	0	1
PID_S1P_META_PATHWAY	1	0
PID_S1P_S1P1_PATHWAY	1	0
PID_S1P_S1P2_PATHWAY	1	0
PID_S1P_S1P3_PATHWAY	1	0
PID_S1P_S1P4_PATHWAY	1	0
PID_SHP2_PATHWAY	1	0
PID_SMAD2_3NUCLEAR_PATHWAY	1	0
PID_SMAD2_3PATHWAY	1	0
PID_SYNDECAN_1_PATHWAY	1	0
PID_SYNDECAN_2_PATHWAY	1	0
PID_SYNDECAN_3_PATHWAY	1	0
PID_SYNDECAN_4_PATHWAY	1	0
PID_TAP63_PATHWAY	1	0
PID_TCPTP_PATHWAY	1	0
PID_TCR_CALCIUM_PATHWAY	1	0
