drug	canonical_pathway	perm_pvalue_adj
clofibrate	REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	0.341
clofibrate	REACTOME_GLUCOSE_METABOLISM	0.169
clofibrate	REACTOME_HCMV_INFECTION	0.272
clofibrate	REACTOME_HCMV_LATE_EVENTS	0.386
clofibrate	REACTOME_HDMS_DEMETHYLATE_HISTONES	0.273
clofibrate	REACTOME_INTESTINAL_ABSORPTION	0.041
clofibrate	REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT	0.302
clofibrate	REACTOME_MEIOTIC_RECOMBINATION	0.287
clofibrate	REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS	0.254
clofibrate	REACTOME_MITOPHAGY	0.577
clofibrate	REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION	0.46
clofibrate	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	0.551
clofibrate	REACTOME_NEUROFASCIN_INTERACTIONS	0.465
clofibrate	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	0.284
clofibrate	REACTOME_NONSENSE_MEDIATED_DECAY_NMD	0.654
clofibrate	REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	0.368
clofibrate	REACTOME_O_LINKED_GLYCOSYLATION	0.324
clofibrate	REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.307
clofibrate	REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY	0.53
clofibrate	REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES	0.229
clofibrate	REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	0.24
clofibrate	REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	0.344
clofibrate	REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	0.008
clofibrate	REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	0.67
clofibrate	REACTOME_REPLACEMENT_OF_PROTAMINES_BY_NUCLEOSOMES_IN_THE_MALE_PRONUCLEUS	0.273
clofibrate	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	0.487
clofibrate	REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS	0.281
clofibrate	REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY	0.647
clofibrate	REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY	0.642
clofibrate	REACTOME_SELENOAMINO_ACID_METABOLISM	0.543
clofibrate	REACTOME_SEMAPHORIN_INTERACTIONS	0.37
clofibrate	REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP	0.324
clofibrate	REACTOME_SIGNALING_BY_PDGF	0.344
clofibrate	REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	0.26
clofibrate	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	0.652
clofibrate	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	0.029
clofibrate	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL	0.018
clofibrate	REACTOME_SYNTHESIS_OF_GDP_MANNOSE	0.22
clofibrate	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS	0.369
clofibrate	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	0.198
clofibrate	REACTOME_TRYPTOPHAN_CATABOLISM	0.142
clofibrate	WP_7Q11_23_COPY_NUMBER_VARIATION_SYNDROME	0.178
clofibrate	WP_AEROBIC_GLYCOLYSIS	0.146
clofibrate	WP_AFLATOXIN_B1_METABOLISM	0.046
clofibrate	WP_ARYLAMINE_METABOLISM	0.027
clofibrate	WP_AUTOPHAGY	0.095
clofibrate	WP_CELL_MIGRATION_AND_INVASION_THROUGH_P75NTR	0.305
clofibrate	WP_CORI_CYCLE	0.049
clofibrate	WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	0.634
clofibrate	WP_DISORDERS_OF_BILE_ACID_SYNTHESIS_AND_BILIARY_TRANSPORT	0.031
clofibrate	WP_ENTEROHEPATIC_CIRCULATION_OF_BILE_ACIDS	0.028
clofibrate	WP_ESTROGEN_METABOLISM_WP697	0.033
clofibrate	WP_ESTROGEN_RECEPTOR_PATHWAY	0.001
clofibrate	WP_FARNESOID_X_RECEPTOR_PATHWAY	0.013
clofibrate	WP_FATTY_ACID_OMEGA_OXIDATION	0.043
clofibrate	WP_FOCAL_ADHESION	0.323
clofibrate	WP_GLUCOSE_METABOLISM_IN_TRIPLE_NEGATIVE_BREAST_CANCER_CELLS	0.107
clofibrate	WP_GLYCOLYSIS_AND_GLUCONEOGENESIS	0.1
clofibrate	WP_GLYCOLYSIS_IN_SENESCENCE	0.152
clofibrate	WP_GLYCOSAMINOGLYCAN_SYNTHESIS_IN_FIBROBLASTS	0.333
clofibrate	WP_HISTONE_MODIFICATIONS	0.27
clofibrate	WP_HOST_PATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_AUTOPHAGY	0.163
clofibrate	WP_INFLAMMATORY_RESPONSE_PATHWAY	0.317
clofibrate	WP_INTERACTOME_OF_POLYCOMB_REPRESSIVE_COMPLEX_2_PRC2	0.234
clofibrate	WP_LIVER_X_RECEPTOR_PATHWAY	0.024
clofibrate	WP_MODULATION_OF_PI3K_AKT_MTOR_SIGNALING_BY_BIOACTIVE_SPHINGOLIPIDS	0.271
clofibrate	WP_MONOAMINE_TRANSPORT	0.188
clofibrate	WP_MRNA_PROCESSING	0.604
clofibrate	WP_NUCLEAR_RECEPTORS_IN_LIPID_METABOLISM_AND_TOXICITY	0.004
clofibrate	WP_PI3K_AKT_SIGNALING_PATHWAY	0.283
clofibrate	WP_SEROTONIN_TRANSPORTER_ACTIVITY	0.394
clofibrate	WP_SULINDAC_METABOLIC_PATHWAY	0.051
clofibrate	WP_TARGET_OF_RAPAMYCIN_SIGNALING	0.112
clofibrate	WP_WARBURG_EFFECT_MODULATED_BY_DEUBIQUITINATING_ENZYMES_AND_THEIR_SUBSTRATES	0.157
fenofibric acid	BIOCARTA_ACETAMINOPHEN_PATHWAY	0.07
fenofibric acid	BIOCARTA_EPHA4_PATHWAY	0.485
fenofibric acid	BIOCARTA_FXR_PATHWAY	0.03
fenofibric acid	BIOCARTA_NUCLEARRS_PATHWAY	0.005
fenofibric acid	BIOCARTA_STATHMIN_PATHWAY	0.86
fenofibric acid	KEGG_ABC_TRANSPORTERS	0.025
fenofibric acid	KEGG_AXON_GUIDANCE	1
fenofibric acid	KEGG_ECM_RECEPTOR_INTERACTION	0.16
fenofibric acid	KEGG_FOCAL_ADHESION	0.515
fenofibric acid	KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0.365
fenofibric acid	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.185
fenofibric acid	KEGG_MTOR_SIGNALING_PATHWAY	0.665
fenofibric acid	KEGG_O_GLYCAN_BIOSYNTHESIS	0.645
fenofibric acid	KEGG_PENTOSE_PHOSPHATE_PATHWAY	0.235
fenofibric acid	KEGG_REGULATION_OF_AUTOPHAGY	0.63
fenofibric acid	KEGG_RIBOSOME	1
fenofibric acid	KEGG_SULFUR_METABOLISM	0.125
fenofibric acid	KEGG_MEDICUS_ENV_FACTOR_PHIP_TO_DNA_ADDUCTS	0.07
fenofibric acid	KEGG_MEDICUS_PATHOGEN_SARS_COV_2_NSP1_TO_TRANSLATION_INITIATION	1
fenofibric acid	KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE_NUCLEATION_ELONGATION_MATURATION_E3_UBIQUITIN_LIGASE_MALIN	0.53
fenofibric acid	KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE_NUCLEATION_ELONGATION_MATURATION_MTORC1_PI3KC3_C1	0.315
fenofibric acid	KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE_NUCLEATION_ELONGATION_MATURATION_PACER_RUBCN_PI3KC3_C2	0.24
fenofibric acid	KEGG_MEDICUS_REFERENCE_C9ORF72_MEDIATED_AUTOPHAGY_INITIATION	0.78
fenofibric acid	KEGG_MEDICUS_REFERENCE_CHONDROITIN_SULFATE_BIOSYNTHESIS	0.175
fenofibric acid	KEGG_MEDICUS_REFERENCE_GLYCOLYSIS	0.15
fenofibric acid	KEGG_MEDICUS_REFERENCE_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_LINKAGE_TETRASACCHARIDE	0.16
fenofibric acid	KEGG_MEDICUS_REFERENCE_N_GLYCAN_PRECURSOR_BIOSYNTHESIS_GLC_6P_TO_MAN_P_DOL	0.4
fenofibric acid	KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION	1
fenofibric acid	KEGG_MEDICUS_REFERENCE_TSC1_2_MTORC1_SIGNALING_PATHWAY	0.27
fenofibric acid	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_AUTOPHAGY_VESICLE_NUCLEATION	0.445
fenofibric acid	PID_ALPHA_SYNUCLEIN_PATHWAY	1
fenofibric acid	PID_ARF6_DOWNSTREAM_PATHWAY	0.94
fenofibric acid	PID_ARF6_TRAFFICKING_PATHWAY	0.735
fenofibric acid	PID_ARF_3PATHWAY	1
fenofibric acid	PID_EPHA_FWDPATHWAY	1
fenofibric acid	PID_EPHRINB_REV_PATHWAY	0.66
fenofibric acid	PID_INTEGRIN_CS_PATHWAY	0.22
fenofibric acid	PID_RHOA_PATHWAY	1
fenofibric acid	REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3	0.37
fenofibric acid	REACTOME_AMYLOID_FIBER_FORMATION	0.27
fenofibric acid	REACTOME_ASSEMBLY_OF_THE_HIV_VIRION	0.09
fenofibric acid	REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION	0.68
fenofibric acid	REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	0.035
fenofibric acid	REACTOME_CHL1_INTERACTIONS	0.3
fenofibric acid	REACTOME_CHROMATIN_MODIFICATIONS_DURING_THE_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT	0.65
fenofibric acid	REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	0.72
fenofibric acid	REACTOME_CRISTAE_FORMATION	0.49
fenofibric acid	REACTOME_DNA_REPLICATION_PRE_INITIATION	1
fenofibric acid	REACTOME_ENDOGENOUS_STEROLS	0.025
fenofibric acid	REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE	0.91
fenofibric acid	REACTOME_EPHRIN_SIGNALING	0.725
fenofibric acid	REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	0.36
fenofibric acid	REACTOME_EPH_EPHRIN_SIGNALING	0.625
fenofibric acid	REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION	0.565
fenofibric acid	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	1
fenofibric acid	REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	1
fenofibric acid	REACTOME_GLUCOSE_METABOLISM	0.475
fenofibric acid	REACTOME_HCMV_INFECTION	0.43
fenofibric acid	REACTOME_HCMV_LATE_EVENTS	1
fenofibric acid	REACTOME_HDMS_DEMETHYLATE_HISTONES	0.57
fenofibric acid	REACTOME_INTESTINAL_ABSORPTION	0.145
fenofibric acid	REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT	0.44
fenofibric acid	REACTOME_MEIOTIC_RECOMBINATION	0.76
fenofibric acid	REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS	1
fenofibric acid	REACTOME_MITOPHAGY	1
fenofibric acid	REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION	1
fenofibric acid	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	1
fenofibric acid	REACTOME_NEUROFASCIN_INTERACTIONS	0.6
fenofibric acid	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	0.79
fenofibric acid	REACTOME_NONSENSE_MEDIATED_DECAY_NMD	1
fenofibric acid	REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	0.47
fenofibric acid	REACTOME_O_LINKED_GLYCOSYLATION	0.41
fenofibric acid	REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.675
fenofibric acid	REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY	1
fenofibric acid	REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES	0.515
fenofibric acid	REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	0.38
fenofibric acid	REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	1
fenofibric acid	REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	0.005
fenofibric acid	REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	1
fenofibric acid	REACTOME_REPLACEMENT_OF_PROTAMINES_BY_NUCLEOSOMES_IN_THE_MALE_PRONUCLEUS	0.66
fenofibric acid	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	1
fenofibric acid	REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS	0.445
fenofibric acid	REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY	1
fenofibric acid	REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY	1
fenofibric acid	REACTOME_SELENOAMINO_ACID_METABOLISM	1
fenofibric acid	REACTOME_SEMAPHORIN_INTERACTIONS	0.975
fenofibric acid	REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP	0.97
fenofibric acid	REACTOME_SIGNALING_BY_PDGF	0.15
fenofibric acid	REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	0.665
fenofibric acid	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	1
fenofibric acid	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	0.05
fenofibric acid	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL	0.025
fenofibric acid	REACTOME_SYNTHESIS_OF_GDP_MANNOSE	0.675
fenofibric acid	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS	0.985
fenofibric acid	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	0.34
fenofibric acid	REACTOME_TRYPTOPHAN_CATABOLISM	0.275
fenofibric acid	WP_7Q11_23_COPY_NUMBER_VARIATION_SYNDROME	0.145
fenofibric acid	WP_AEROBIC_GLYCOLYSIS	0.205
fenofibric acid	WP_AFLATOXIN_B1_METABOLISM	0.085
fenofibric acid	WP_ARYLAMINE_METABOLISM	0.075
fenofibric acid	WP_AUTOPHAGY	0.425
fenofibric acid	WP_CELL_MIGRATION_AND_INVASION_THROUGH_P75NTR	0.255
fenofibric acid	WP_CORI_CYCLE	0.245
fenofibric acid	WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	1
fenofibric acid	WP_DISORDERS_OF_BILE_ACID_SYNTHESIS_AND_BILIARY_TRANSPORT	0.025
fenofibric acid	WP_ENTEROHEPATIC_CIRCULATION_OF_BILE_ACIDS	0
fenofibric acid	WP_ESTROGEN_METABOLISM_WP697	0.08
fenofibric acid	WP_ESTROGEN_RECEPTOR_PATHWAY	0.005
fenofibric acid	WP_FARNESOID_X_RECEPTOR_PATHWAY	0.015
fenofibric acid	WP_FATTY_ACID_OMEGA_OXIDATION	0.095
fenofibric acid	WP_FOCAL_ADHESION	0.535
fenofibric acid	WP_GLUCOSE_METABOLISM_IN_TRIPLE_NEGATIVE_BREAST_CANCER_CELLS	0.14
fenofibric acid	WP_GLYCOLYSIS_AND_GLUCONEOGENESIS	0.11
fenofibric acid	WP_GLYCOLYSIS_IN_SENESCENCE	0.29
fenofibric acid	WP_GLYCOSAMINOGLYCAN_SYNTHESIS_IN_FIBROBLASTS	0.18
fenofibric acid	WP_HISTONE_MODIFICATIONS	0.61
fenofibric acid	WP_HOST_PATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_AUTOPHAGY	0.7
fenofibric acid	WP_INFLAMMATORY_RESPONSE_PATHWAY	0.165
fenofibric acid	WP_INTERACTOME_OF_POLYCOMB_REPRESSIVE_COMPLEX_2_PRC2	0.365
fenofibric acid	WP_LIVER_X_RECEPTOR_PATHWAY	0.015
fenofibric acid	WP_MODULATION_OF_PI3K_AKT_MTOR_SIGNALING_BY_BIOACTIVE_SPHINGOLIPIDS	0.5
fenofibric acid	WP_MONOAMINE_TRANSPORT	0.61
fenofibric acid	WP_MRNA_PROCESSING	1
fenofibric acid	WP_NUCLEAR_RECEPTORS_IN_LIPID_METABOLISM_AND_TOXICITY	0.005
fenofibric acid	WP_PI3K_AKT_SIGNALING_PATHWAY	0.68
fenofibric acid	WP_SEROTONIN_TRANSPORTER_ACTIVITY	0.545
fenofibric acid	WP_SULINDAC_METABOLIC_PATHWAY	0.09
fenofibric acid	WP_TARGET_OF_RAPAMYCIN_SIGNALING	0.525
fenofibric acid	WP_WARBURG_EFFECT_MODULATED_BY_DEUBIQUITINATING_ENZYMES_AND_THEIR_SUBSTRATES	0.485
fenofibrate	BIOCARTA_ACETAMINOPHEN_PATHWAY	0.042
fenofibrate	BIOCARTA_EPHA4_PATHWAY	0.291
fenofibrate	BIOCARTA_FXR_PATHWAY	0.018
fenofibrate	BIOCARTA_NUCLEARRS_PATHWAY	0.003
fenofibrate	BIOCARTA_STATHMIN_PATHWAY	0.516
fenofibrate	KEGG_ABC_TRANSPORTERS	0.015
fenofibrate	KEGG_AXON_GUIDANCE	0.711
fenofibrate	KEGG_ECM_RECEPTOR_INTERACTION	0.096
fenofibrate	KEGG_FOCAL_ADHESION	0.309
fenofibrate	KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0.444
fenofibrate	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.111
fenofibrate	KEGG_MTOR_SIGNALING_PATHWAY	0.531
fenofibrate	KEGG_O_GLYCAN_BIOSYNTHESIS	0.387
fenofibrate	KEGG_PENTOSE_PHOSPHATE_PATHWAY	0.342
fenofibrate	KEGG_REGULATION_OF_AUTOPHAGY	0.378
fenofibrate	KEGG_RIBOSOME	1
fenofibrate	KEGG_SULFUR_METABOLISM	0.075
fenofibrate	KEGG_MEDICUS_ENV_FACTOR_PHIP_TO_DNA_ADDUCTS	0.042
fenofibrate	KEGG_MEDICUS_PATHOGEN_SARS_COV_2_NSP1_TO_TRANSLATION_INITIATION	1
fenofibrate	KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE_NUCLEATION_ELONGATION_MATURATION_E3_UBIQUITIN_LIGASE_MALIN	0.318
fenofibrate	KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE_NUCLEATION_ELONGATION_MATURATION_MTORC1_PI3KC3_C1	0.21
fenofibrate	KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE_NUCLEATION_ELONGATION_MATURATION_PACER_RUBCN_PI3KC3_C2	0.144
fenofibrate	KEGG_MEDICUS_REFERENCE_C9ORF72_MEDIATED_AUTOPHAGY_INITIATION	0.468
fenofibrate	KEGG_MEDICUS_REFERENCE_CHONDROITIN_SULFATE_BIOSYNTHESIS	0.105
fenofibrate	KEGG_MEDICUS_REFERENCE_GLYCOLYSIS	0.399
fenofibrate	KEGG_MEDICUS_REFERENCE_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_LINKAGE_TETRASACCHARIDE	0.096
fenofibrate	KEGG_MEDICUS_REFERENCE_N_GLYCAN_PRECURSOR_BIOSYNTHESIS_GLC_6P_TO_MAN_P_DOL	0.609
fenofibrate	KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION	1
fenofibrate	KEGG_MEDICUS_REFERENCE_TSC1_2_MTORC1_SIGNALING_PATHWAY	0.429
fenofibrate	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_AUTOPHAGY_VESICLE_NUCLEATION	0.375
fenofibrate	PID_ALPHA_SYNUCLEIN_PATHWAY	0.759
fenofibrate	PID_ARF6_DOWNSTREAM_PATHWAY	0.564
fenofibrate	PID_ARF6_TRAFFICKING_PATHWAY	0.441
fenofibrate	PID_ARF_3PATHWAY	1
fenofibrate	PID_EPHA_FWDPATHWAY	0.6
fenofibrate	PID_EPHRINB_REV_PATHWAY	0.396
fenofibrate	PID_INTEGRIN_CS_PATHWAY	0.132
fenofibrate	PID_RHOA_PATHWAY	0.66
fenofibrate	REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3	0.711
fenofibrate	REACTOME_AMYLOID_FIBER_FORMATION	0.162
fenofibrate	REACTOME_ASSEMBLY_OF_THE_HIV_VIRION	0.054
fenofibrate	REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION	0.861
fenofibrate	REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	0.021
fenofibrate	REACTOME_CHL1_INTERACTIONS	0.18
fenofibrate	REACTOME_CHROMATIN_MODIFICATIONS_DURING_THE_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT	0.807
fenofibrate	REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	0.834
fenofibrate	REACTOME_CRISTAE_FORMATION	0.522
fenofibrate	REACTOME_DNA_REPLICATION_PRE_INITIATION	1
fenofibrate	REACTOME_ENDOGENOUS_STEROLS	0.015
fenofibrate	REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE	0.546
fenofibrate	REACTOME_EPHRIN_SIGNALING	0.435
fenofibrate	REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	0.216
fenofibrate	REACTOME_EPH_EPHRIN_SIGNALING	0.375
fenofibrate	REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION	0.804
fenofibrate	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	1
fenofibrate	REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	0.825
fenofibrate	REACTOME_GLUCOSE_METABOLISM	0.507
fenofibrate	REACTOME_HCMV_INFECTION	0.777
fenofibrate	REACTOME_HCMV_LATE_EVENTS	1
fenofibrate	REACTOME_HDMS_DEMETHYLATE_HISTONES	0.807
fenofibrate	REACTOME_INTESTINAL_ABSORPTION	0.087
fenofibrate	REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT	0.894
fenofibrate	REACTOME_MEIOTIC_RECOMBINATION	0.849
fenofibrate	REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS	0.762
fenofibrate	REACTOME_MITOPHAGY	0.891
fenofibrate	REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION	0.648
fenofibrate	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	1
fenofibrate	REACTOME_NEUROFASCIN_INTERACTIONS	0.36
fenofibrate	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	0.852
fenofibrate	REACTOME_NONSENSE_MEDIATED_DECAY_NMD	1
fenofibrate	REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	0.282
fenofibrate	REACTOME_O_LINKED_GLYCOSYLATION	0.246
fenofibrate	REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.405
fenofibrate	REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY	1
fenofibrate	REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES	0.687
fenofibrate	REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	0.315
fenofibrate	REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	0.921
fenofibrate	REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	0.003
fenofibrate	REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	1
fenofibrate	REACTOME_REPLACEMENT_OF_PROTAMINES_BY_NUCLEOSOMES_IN_THE_MALE_PRONUCLEUS	0.819
fenofibrate	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	1
fenofibrate	REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS	0.561
fenofibrate	REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY	1
fenofibrate	REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY	1
fenofibrate	REACTOME_SELENOAMINO_ACID_METABOLISM	1
fenofibrate	REACTOME_SEMAPHORIN_INTERACTIONS	0.585
fenofibrate	REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP	0.972
fenofibrate	REACTOME_SIGNALING_BY_PDGF	0.09
fenofibrate	REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	0.684
fenofibrate	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	1
fenofibrate	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	0.03
fenofibrate	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL	0.015
fenofibrate	REACTOME_SYNTHESIS_OF_GDP_MANNOSE	0.645
fenofibrate	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS	1
fenofibrate	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	0.594
fenofibrate	REACTOME_TRYPTOPHAN_CATABOLISM	0.165
fenofibrate	WP_7Q11_23_COPY_NUMBER_VARIATION_SYNDROME	0.534
fenofibrate	WP_AEROBIC_GLYCOLYSIS	0.438
fenofibrate	WP_AFLATOXIN_B1_METABOLISM	0.051
fenofibrate	WP_ARYLAMINE_METABOLISM	0.045
fenofibrate	WP_AUTOPHAGY	0.285
fenofibrate	WP_CELL_MIGRATION_AND_INVASION_THROUGH_P75NTR	0.153
fenofibrate	WP_CORI_CYCLE	0.147
fenofibrate	WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	1
fenofibrate	WP_DISORDERS_OF_BILE_ACID_SYNTHESIS_AND_BILIARY_TRANSPORT	0.015
fenofibrate	WP_ENTEROHEPATIC_CIRCULATION_OF_BILE_ACIDS	0
fenofibrate	WP_ESTROGEN_METABOLISM_WP697	0.048
fenofibrate	WP_ESTROGEN_RECEPTOR_PATHWAY	0.003
fenofibrate	WP_FARNESOID_X_RECEPTOR_PATHWAY	0.009
fenofibrate	WP_FATTY_ACID_OMEGA_OXIDATION	0.057
fenofibrate	WP_FOCAL_ADHESION	0.321
fenofibrate	WP_GLUCOSE_METABOLISM_IN_TRIPLE_NEGATIVE_BREAST_CANCER_CELLS	0.321
fenofibrate	WP_GLYCOLYSIS_AND_GLUCONEOGENESIS	0.3
fenofibrate	WP_GLYCOLYSIS_IN_SENESCENCE	0.174
