drug	canonical_pathway	perm_pvalue_adj
mitoxantrone	KEGG_MEDICUS_REFERENCE_PP2A_AKT_SIGNALING_PATHWAY	0.457
mitoxantrone	KEGG_MEDICUS_REFERENCE_RECRUITMENT_AND_FORMATION_OF_THE_MCC	0.03
mitoxantrone	KEGG_MEDICUS_REFERENCE_RELN_VLDLR_PI3K_SIGNALING_PATHWAY	0.701
mitoxantrone	KEGG_MEDICUS_REFERENCE_SPINDLE_ASSEMBLY_CHECKPOINT_SIGNALING	0.039
mitoxantrone	KEGG_MEDICUS_REFERENCE_TGFA_EGFR_PI3K_SIGNALING_PATHWAY	0.702
mitoxantrone	KEGG_MEDICUS_VARIANT_AMPLIFIED_CCND1_TO_CELL_CYCLE_G1_S	0.112
mitoxantrone	KEGG_MEDICUS_VARIANT_AMPLIFIED_CDK4_TO_CELL_CYCLE_G1_S	0.103
mitoxantrone	KEGG_MEDICUS_VARIANT_AMPLIFIED_EGFR_TO_PI3K_SIGNALING_PATHWAY	0.702
mitoxantrone	KEGG_MEDICUS_VARIANT_AMPLIFIED_FGFR_TO_PI3K_SIGNALING_PATHWAY	0.711
mitoxantrone	KEGG_MEDICUS_VARIANT_AMPLIFIED_MDM2_TO_P21_CELL_CYCLE_G1_S	0.11
mitoxantrone	KEGG_MEDICUS_VARIANT_AMPLIFIED_MET_TO_PI3K_SIGNALING_PATHWAY	0.701
mitoxantrone	KEGG_MEDICUS_VARIANT_AMPLIFIED_MYC_TO_CELL_CYCLE_G1_S	0.12
mitoxantrone	KEGG_MEDICUS_VARIANT_AMPLIFIED_MYC_TO_P15_CELL_CYCLE_G1_S	0.121
mitoxantrone	KEGG_MEDICUS_VARIANT_AMPLIFIED_PDGFR_TO_PI3K_SIGNALING_PATHWAY	0.699
mitoxantrone	KEGG_MEDICUS_VARIANT_AREG_OVEREXPRESSION_TO_PI3K_SIGNALING_PATHWAY	0.707
mitoxantrone	KEGG_MEDICUS_VARIANT_BCR_ABL_FUSION_KINASE_TO_PI3K_SIGNALING_PATHWAY	0.696
mitoxantrone	KEGG_MEDICUS_VARIANT_CDH1_REDUCED_EXPRESSION_TO_BETA_CATENIN_SIGNALING_PATHWAY	0.283
mitoxantrone	KEGG_MEDICUS_VARIANT_DAB1_OVEREXPRESSION_TO_RELN_VLDLR_PI3K_SIGNALING_PATHWAY	0.718
mitoxantrone	KEGG_MEDICUS_VARIANT_EGFR_OVEREXPRESSION_TO_PI3K_SIGNALING_PATHWAY	0.702
mitoxantrone	KEGG_MEDICUS_VARIANT_EML4_ALK_FUSION_KINASE_TO_PI3K_SIGNALING_PATHWAY	0.7
mitoxantrone	KEGG_MEDICUS_VARIANT_EREG_OVEREXPRESSION_TO_PI3K_SIGNALING_PATHWAY	0.707
mitoxantrone	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_EGFR_TO_PI3K_SIGNALING_PATHWAY	0.707
mitoxantrone	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_KIT_TO_PI3K_SIGNALING_PATHWAY	0.708
mitoxantrone	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_KRAS_NRAS_TO_PI3K_SIGNALING_PATHWAY	0.697
mitoxantrone	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_MET_TO_PI3K_SIGNALING_PATHWAY	0.706
mitoxantrone	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_PI3K_TO_PI3K_SIGNALING_PATHWAY	0.696
mitoxantrone	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_RET_TO_PI3K_SIGNALING_PATHWAY	0.699
mitoxantrone	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_APC_TO_WNT_SIGNALING_PATHWAY	0.142
mitoxantrone	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_AXIN_TO_WNT_SIGNALING_PATHWAY	0.296
mitoxantrone	KEGG_MEDICUS_VARIANT_TGFA_OVEREXPRESSION_TO_PI3K_SIGNALING_PATHWAY	0.705
mitoxantrone	PID_AR_PATHWAY	0.225
mitoxantrone	PID_CASPASE_PATHWAY	0.405
mitoxantrone	PID_HDAC_CLASSI_PATHWAY	0.261
mitoxantrone	PID_HIV_NEF_PATHWAY	0.667
mitoxantrone	PID_HNF3A_PATHWAY	0.545
mitoxantrone	PID_SMAD2_3PATHWAY	0.094
mitoxantrone	PID_SYNDECAN_3_PATHWAY	0.717
mitoxantrone	REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	0.058
mitoxantrone	REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA	0.574
mitoxantrone	REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG	0.789
mitoxantrone	REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	0.769
mitoxantrone	REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	0.393
mitoxantrone	REACTOME_APOPTOSIS	0.472
mitoxantrone	REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	0.084
mitoxantrone	REACTOME_APOPTOTIC_EXECUTION_PHASE	0.258
mitoxantrone	REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	0.787
mitoxantrone	REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS	0.269
mitoxantrone	REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	0.7
mitoxantrone	REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	0.845
mitoxantrone	REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	0.805
mitoxantrone	REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT	0.807
mitoxantrone	REACTOME_COHESIN_LOADING_ONTO_CHROMATIN	0.019
mitoxantrone	REACTOME_CS_DS_DEGRADATION	0.814
mitoxantrone	REACTOME_CTLA4_INHIBITORY_SIGNALING	0.588
mitoxantrone	REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1	0.141
mitoxantrone	REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	0.382
mitoxantrone	REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE	0.781
mitoxantrone	REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE	0.819
mitoxantrone	REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD	0.814
mitoxantrone	REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS	0.822
mitoxantrone	REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2	0.778
mitoxantrone	REACTOME_DEFECTIVE_F9_ACTIVATION	0.693
mitoxantrone	REACTOME_DEFECTIVE_FACTOR_IX_CAUSES_HEMOPHILIA_B	0.763
mitoxantrone	REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS	0.823
mitoxantrone	REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM	0.798
mitoxantrone	REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE	0.06
mitoxantrone	REACTOME_DRUG_MEDIATED_INHIBITION_OF_CDK4_CDK6_ACTIVITY	0.09
mitoxantrone	REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	0.015
mitoxantrone	REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING	0.607
mitoxantrone	REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	0.167
mitoxantrone	REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	0.421
mitoxantrone	REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING	0.689
mitoxantrone	REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	0.783
mitoxantrone	REACTOME_HS_GAG_BIOSYNTHESIS	0.781
mitoxantrone	REACTOME_HS_GAG_DEGRADATION	0.767
mitoxantrone	REACTOME_LINOLEIC_ACID_LA_METABOLISM	0.805
mitoxantrone	REACTOME_LIPID_PARTICLE_ORGANIZATION	0.701
mitoxantrone	REACTOME_METABOLISM_OF_CARBOHYDRATES	0.096
mitoxantrone	REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	0.033
mitoxantrone	REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS	0.023
mitoxantrone	REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	0.303
mitoxantrone	REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING	0.424
mitoxantrone	REACTOME_NFE2L2_REGULATES_PENTOSE_PHOSPHATE_PATHWAY_GENES	0.45
mitoxantrone	REACTOME_ORGANIC_ANION_TRANSPORT	0.898
mitoxantrone	REACTOME_P75NTR_NEGATIVELY_REGULATES_CELL_CYCLE_VIA_SC1	0.181
mitoxantrone	REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS	0.547
mitoxantrone	REACTOME_PROGRAMMED_CELL_DEATH	0.502
mitoxantrone	REACTOME_PTK6_REGULATES_CELL_CYCLE	0.087
mitoxantrone	REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	0.037
mitoxantrone	REACTOME_REGULATION_OF_SIGNALING_BY_NODAL	0.64
mitoxantrone	REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION	0.216
mitoxantrone	REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION	0.253
mitoxantrone	REACTOME_RUNX2_REGULATES_GENES_INVOLVED_IN_CELL_MIGRATION	0.693
mitoxantrone	REACTOME_RUNX3_REGULATES_CDKN1A_TRANSCRIPTION	0.22
mitoxantrone	REACTOME_RUNX3_REGULATES_P14_ARF	0.424
mitoxantrone	REACTOME_RUNX3_REGULATES_WNT_SIGNALING	0.252
mitoxantrone	REACTOME_SARS_COV_2_TARGETS_HOST_INTRACELLULAR_SIGNALLING_AND_REGULATORY_PATHWAYS	0.58
mitoxantrone	REACTOME_SENSORY_PERCEPTION	0.807
mitoxantrone	REACTOME_SENSORY_PROCESSING_OF_SOUND	0.769
mitoxantrone	REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA	0.744
mitoxantrone	REACTOME_SEROTONIN_RECEPTORS	0.595
mitoxantrone	REACTOME_SIGNALING_BY_NODAL	0.592
mitoxantrone	REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	0.303
mitoxantrone	REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_FACTORS	0.152
mitoxantrone	REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA	0.444
mitoxantrone	REACTOME_ZINC_EFFLUX_AND_COMPARTMENTALIZATION_BY_THE_SLC30_FAMILY	0.218
mitoxantrone	WP_22Q11_2_COPY_NUMBER_VARIATION_SYNDROME	0.32
mitoxantrone	WP_ACUTE_VIRAL_MYOCARDITIS	0.701
mitoxantrone	WP_AMPLIFICATION_AND_EXPANSION_OF_ONCOGENIC_PATHWAYS_AS_METASTATIC_TRAITS	0.67
mitoxantrone	WP_APOPTOSIS	0.425
mitoxantrone	WP_CELL_CYCLE	0.058
mitoxantrone	WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME	0.036
mitoxantrone	WP_FAS_LIGAND_PATHWAY_AND_STRESS_INDUCTION_OF_HEAT_SHOCK_PROTEINS	0.523
mitoxantrone	WP_G1_TO_S_CELL_CYCLE_CONTROL	0.057
mitoxantrone	WP_GLIOBLASTOMA_SIGNALING_PATHWAYS	0.437
mitoxantrone	WP_GLYCOSAMINOGLYCAN_SYNTHESIS_IN_FIBROBLASTS	0.88
mitoxantrone	WP_GROWTH_FACTORS_AND_HORMONES_IN_BETA_CELL_PROLIFERATION	0.371
mitoxantrone	WP_INTEGRATED_CANCER_PATHWAY	0.073
mitoxantrone	WP_INTERACTOME_OF_POLYCOMB_REPRESSIVE_COMPLEX_2_PRC2	0.134
mitoxantrone	WP_INVOLVEMENT_OF_SECRETASE_IN_NEURODEGENERATIVE_DISEASES	0.745
mitoxantrone	WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_PUBERTY_STAGE_2_OF_4	0.443
mitoxantrone	WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER	0.792
mitoxantrone	WP_METASTATIC_BRAIN_TUMOR	0.286
mitoxantrone	WP_MIRNAS_INVOLVED_IN_DNA_DAMAGE_RESPONSE	0.113
mitoxantrone	WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS	0.511
mitoxantrone	WP_MRNA_PROCESSING	0.193
mitoxantrone	WP_PEROXIREDOXIN_2_INDUCED_OVARIAN_FAILURE	0.544
mitoxantrone	WP_PROTEOGLYCAN_BIOSYNTHESIS	0.849
mitoxantrone	WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASE_ANAPHASE_TRANSITION	0.031
mitoxantrone	WP_RELATIONSHIP_BETWEEN_INFLAMMATION_COX_2_AND_EGFR	0.72
mitoxantrone	WP_SMALL_CELL_LUNG_CANCER	0.416
mitoxantrone	WP_SMC1_SMC3_ROLE_IN_DNA_DAMAGE_CORNELIA_DE_LANGE_SYNDROME	0.047
mitoxantrone	WP_TGF_SMAD_SIGNALING_PATHWAY	0.538
mitoxantrone	WP_TRANSCRIPTION_FACTORS_REGULATE_MIRNAS_RELATED_TO_CARDIAC_HYPERTROPHY	0.642
mitoxantrone	WP_TROP2_REGULATORY_SIGNALING	0.451
mitoxantrone	WP_VITAMIN_D_RECEPTOR_PATHWAY	0.601
abiraterone	SA_CASPASE_CASCADE	0.606
abiraterone	SA_G1_AND_S_PHASES	0.899
abiraterone	SA_REG_CASCADE_OF_CYCLIN_EXPR	0.907
abiraterone	BIOCARTA_ARF_PATHWAY	0.934
abiraterone	BIOCARTA_BCELLSURVIVAL_PATHWAY	0.766
abiraterone	BIOCARTA_CASPASE_PATHWAY	0.87
abiraterone	BIOCARTA_CELLCYCLE_PATHWAY	0.891
abiraterone	BIOCARTA_CTCF_PATHWAY	0.73
abiraterone	BIOCARTA_D4GDI_PATHWAY	0.712
abiraterone	BIOCARTA_DEATH_PATHWAY	0.859
abiraterone	BIOCARTA_DNAFRAGMENT_PATHWAY	0.843
abiraterone	BIOCARTA_FAS_PATHWAY	0.738
abiraterone	BIOCARTA_G1_PATHWAY	0.803
abiraterone	BIOCARTA_HIVNEF_PATHWAY	0.832
abiraterone	BIOCARTA_RACCYCD_PATHWAY	0.797
abiraterone	BIOCARTA_SET_PATHWAY	0.447
abiraterone	BIOCARTA_TNFR1_PATHWAY	0.745
abiraterone	KEGG_CELL_CYCLE	0.844
abiraterone	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.185
abiraterone	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.234
abiraterone	KEGG_PATHWAYS_IN_CANCER	0.702
abiraterone	KEGG_PROSTATE_CANCER	0.45
abiraterone	KEGG_RNA_DEGRADATION	0.851
abiraterone	KEGG_SMALL_CELL_LUNG_CANCER	0.744
abiraterone	KEGG_SULFUR_METABOLISM	0.005
abiraterone	KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_PI3K_SIGNALING_PATHWAY_N01350	0.526
abiraterone	KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_CELL_CYCLE_G1_S	0.781
abiraterone	KEGG_MEDICUS_PATHOGEN_HCV_CORE_TO_RXRA_LXRA_MEDIATED_TRANSCRIPTION	0.388
abiraterone	KEGG_MEDICUS_PATHOGEN_HTLV_1_TAX_TO_SPINDLE_ASSEMBLY_CHECKPOINT_SIGNALING	0.932
abiraterone	KEGG_MEDICUS_PATHOGEN_KSHV_LANA_TO_WNT_SIGNALING_PATHWAY	0.711
abiraterone	KEGG_MEDICUS_PATHOGEN_KSHV_VCYCLIN_TO_CELL_CYCLE_G1_S	0.767
abiraterone	KEGG_MEDICUS_PATHOGEN_SALMONELLA_AVRA_TO_BETA_CATENIN_SIGNALING_PATHWAY	0.686
abiraterone	KEGG_MEDICUS_REFERENCE_AREG_EGFR_PI3K_SIGNALING_PATHWAY	0.71
abiraterone	KEGG_MEDICUS_REFERENCE_CD80_CD86_CD28_PI3K_SIGNALING_PATHWAY	0.722
abiraterone	KEGG_MEDICUS_REFERENCE_CD80_CD86_CTLA4_PP2A_SIGNALING_PATHWAY	0.782
abiraterone	KEGG_MEDICUS_REFERENCE_CHONDROITIN_SULFATE_BIOSYNTHESIS	0.282
abiraterone	KEGG_MEDICUS_REFERENCE_COHESIN_DISSOCIATION_IN_ANAPHASE	0.933
abiraterone	KEGG_MEDICUS_REFERENCE_COHESIN_LOADING	0.811
abiraterone	KEGG_MEDICUS_REFERENCE_DISASSEMBLY_OF_MCC	0.933
abiraterone	KEGG_MEDICUS_REFERENCE_DNA_DEGRADATION_BY_EXTRACELLULAR_ENDOLYSOSOMAL_DNASE	0.535
abiraterone	KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE	0.587
abiraterone	KEGG_MEDICUS_REFERENCE_EREG_EGFR_PI3K_SIGNALING_PATHWAY	0.713
abiraterone	KEGG_MEDICUS_REFERENCE_ESTABLISHMENT_OF_COHESION	0.865
abiraterone	KEGG_MEDICUS_REFERENCE_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_LINKAGE_TETRASACCHARIDE	0.363
abiraterone	KEGG_MEDICUS_REFERENCE_HEPARAN_SULFATE_BIOSYNTHESIS	0.411
abiraterone	KEGG_MEDICUS_REFERENCE_HGF_MET_PI3K_SIGNALING_PATHWAY	0.671
abiraterone	KEGG_MEDICUS_REFERENCE_IGF2_IGF1R_PI3K_SIGNALING_PATHWAY	0.694
abiraterone	KEGG_MEDICUS_REFERENCE_IGF_IGF1R_PI3K_SIGNALING_PATHWAY	0.691
abiraterone	KEGG_MEDICUS_REFERENCE_KITLG_KIT_PI3K_SIGNALING_PATHWAY	0.727
abiraterone	KEGG_MEDICUS_REFERENCE_MDM2_P21_CELL_CYCLE_G1_S_N00066	0.84
abiraterone	KEGG_MEDICUS_REFERENCE_NRG_ERBB4_PI3K_SIGNALING_PATHWAY	0.682
abiraterone	KEGG_MEDICUS_REFERENCE_P16_CELL_CYCLE_G1_S	0.79
abiraterone	KEGG_MEDICUS_REFERENCE_P300_P21_CELL_CYCLE_G1_S	0.798
abiraterone	KEGG_MEDICUS_REFERENCE_P4_PR_PI3K_SIGNALING_PATHWAY	0.611
abiraterone	KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_PI3K_SIGNALING_PATHWAY	0.702
abiraterone	KEGG_MEDICUS_REFERENCE_PP2A_AKT_SIGNALING_PATHWAY	0.784
abiraterone	KEGG_MEDICUS_REFERENCE_RECRUITMENT_AND_FORMATION_OF_THE_MCC	0.821
abiraterone	KEGG_MEDICUS_REFERENCE_RELN_VLDLR_PI3K_SIGNALING_PATHWAY	0.739
abiraterone	KEGG_MEDICUS_REFERENCE_SPINDLE_ASSEMBLY_CHECKPOINT_SIGNALING	0.932
abiraterone	KEGG_MEDICUS_REFERENCE_TGFA_EGFR_PI3K_SIGNALING_PATHWAY	0.71
abiraterone	KEGG_MEDICUS_VARIANT_AMPLIFIED_CCND1_TO_CELL_CYCLE_G1_S	0.776
abiraterone	KEGG_MEDICUS_VARIANT_AMPLIFIED_CDK4_TO_CELL_CYCLE_G1_S	0.781
abiraterone	KEGG_MEDICUS_VARIANT_AMPLIFIED_EGFR_TO_PI3K_SIGNALING_PATHWAY	0.711
abiraterone	KEGG_MEDICUS_VARIANT_AMPLIFIED_FGFR_TO_PI3K_SIGNALING_PATHWAY	0.714
abiraterone	KEGG_MEDICUS_VARIANT_AMPLIFIED_MDM2_TO_P21_CELL_CYCLE_G1_S	0.833
abiraterone	KEGG_MEDICUS_VARIANT_AMPLIFIED_MET_TO_PI3K_SIGNALING_PATHWAY	0.712
abiraterone	KEGG_MEDICUS_VARIANT_AMPLIFIED_MYC_TO_CELL_CYCLE_G1_S	0.774
abiraterone	KEGG_MEDICUS_VARIANT_AMPLIFIED_MYC_TO_P15_CELL_CYCLE_G1_S	0.764
abiraterone	KEGG_MEDICUS_VARIANT_AMPLIFIED_PDGFR_TO_PI3K_SIGNALING_PATHWAY	0.712
abiraterone	KEGG_MEDICUS_VARIANT_AREG_OVEREXPRESSION_TO_PI3K_SIGNALING_PATHWAY	0.697
abiraterone	KEGG_MEDICUS_VARIANT_BCR_ABL_FUSION_KINASE_TO_PI3K_SIGNALING_PATHWAY	0.745
abiraterone	KEGG_MEDICUS_VARIANT_CDH1_REDUCED_EXPRESSION_TO_BETA_CATENIN_SIGNALING_PATHWAY	0.717
abiraterone	KEGG_MEDICUS_VARIANT_DAB1_OVEREXPRESSION_TO_RELN_VLDLR_PI3K_SIGNALING_PATHWAY	0.688
abiraterone	KEGG_MEDICUS_VARIANT_EGFR_OVEREXPRESSION_TO_PI3K_SIGNALING_PATHWAY	0.713
abiraterone	KEGG_MEDICUS_VARIANT_EML4_ALK_FUSION_KINASE_TO_PI3K_SIGNALING_PATHWAY	0.697
abiraterone	KEGG_MEDICUS_VARIANT_EREG_OVEREXPRESSION_TO_PI3K_SIGNALING_PATHWAY	0.697
abiraterone	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_EGFR_TO_PI3K_SIGNALING_PATHWAY	0.691
abiraterone	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_KIT_TO_PI3K_SIGNALING_PATHWAY	0.686
abiraterone	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_KRAS_NRAS_TO_PI3K_SIGNALING_PATHWAY	0.691
abiraterone	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_MET_TO_PI3K_SIGNALING_PATHWAY	0.695
abiraterone	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_PI3K_TO_PI3K_SIGNALING_PATHWAY	0.733
abiraterone	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_RET_TO_PI3K_SIGNALING_PATHWAY	0.718
abiraterone	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_APC_TO_WNT_SIGNALING_PATHWAY	0.738
abiraterone	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_AXIN_TO_WNT_SIGNALING_PATHWAY	0.728
abiraterone	KEGG_MEDICUS_VARIANT_TGFA_OVEREXPRESSION_TO_PI3K_SIGNALING_PATHWAY	0.687
abiraterone	PID_AR_PATHWAY	0.314
abiraterone	PID_CASPASE_PATHWAY	0.771
abiraterone	PID_HDAC_CLASSI_PATHWAY	0.691
abiraterone	PID_HIV_NEF_PATHWAY	0.78
abiraterone	PID_HNF3A_PATHWAY	0.142
abiraterone	PID_SMAD2_3PATHWAY	0.733
abiraterone	PID_SYNDECAN_3_PATHWAY	0.183
abiraterone	REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	0.861
abiraterone	REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA	0.807
abiraterone	REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG	0.045
abiraterone	REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	0.038
abiraterone	REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	0.821
abiraterone	REACTOME_APOPTOSIS	0.949
abiraterone	REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	0.917
abiraterone	REACTOME_APOPTOTIC_EXECUTION_PHASE	0.84
abiraterone	REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	0.348
abiraterone	REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS	0.698
abiraterone	REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	0.951
abiraterone	REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	0.347
abiraterone	REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	0.312
abiraterone	REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT	0.117
abiraterone	REACTOME_COHESIN_LOADING_ONTO_CHROMATIN	0.889
abiraterone	REACTOME_CS_DS_DEGRADATION	0.221
abiraterone	REACTOME_CTLA4_INHIBITORY_SIGNALING	0.741
abiraterone	REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1	0.949
abiraterone	REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	0.942
abiraterone	REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE	0.397
abiraterone	REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE	0.362
abiraterone	REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD	0.363
abiraterone	REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS	0.345
abiraterone	REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2	0.408
abiraterone	REACTOME_DEFECTIVE_F9_ACTIVATION	0.757
abiraterone	REACTOME_DEFECTIVE_FACTOR_IX_CAUSES_HEMOPHILIA_B	0.544
abiraterone	REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS	0.359
abiraterone	REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM	0.371
abiraterone	REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE	0.891
abiraterone	REACTOME_DRUG_MEDIATED_INHIBITION_OF_CDK4_CDK6_ACTIVITY	0.83
abiraterone	REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	0.896
abiraterone	REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING	0.686
abiraterone	REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	0.647
abiraterone	REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	0.249
abiraterone	REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING	0.716
abiraterone	REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	0.218
abiraterone	REACTOME_HS_GAG_BIOSYNTHESIS	0.409
abiraterone	REACTOME_HS_GAG_DEGRADATION	0.176
abiraterone	REACTOME_LINOLEIC_ACID_LA_METABOLISM	0.06
abiraterone	REACTOME_LIPID_PARTICLE_ORGANIZATION	0.132
abiraterone	REACTOME_METABOLISM_OF_CARBOHYDRATES	0.666
abiraterone	REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	0.962
abiraterone	REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS	0.912
abiraterone	REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	0.829
abiraterone	REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING	0.97
abiraterone	REACTOME_NFE2L2_REGULATES_PENTOSE_PHOSPHATE_PATHWAY_GENES	0.31
abiraterone	REACTOME_ORGANIC_ANION_TRANSPORT	0.017
