drug	canonical_pathway	perm_pvalue_adj
amoxapine	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	1
amoxapine	WP_HEDGEHOG_SIGNALING_PATHWAY_WP47	1
amitriptyline	BIOCARTA_PTC1_PATHWAY	1
amitriptyline	BIOCARTA_SHH_PATHWAY	1
amitriptyline	KEGG_HEDGEHOG_SIGNALING_PATHWAY	1
amitriptyline	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	1
amitriptyline	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	1
amitriptyline	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	1
amitriptyline	PID_HEDGEHOG_GLI_PATHWAY	0.066
amitriptyline	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	1
amitriptyline	REACTOME_HEDGEHOG_ON_STATE	0.528
amitriptyline	REACTOME_SIGNALING_BY_HEDGEHOG	1
amitriptyline	WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT	1
amitriptyline	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	1
amitriptyline	WP_HEDGEHOG_SIGNALING_PATHWAY_WP47	0.924
imipramine	BIOCARTA_PTC1_PATHWAY	1
imipramine	BIOCARTA_SHH_PATHWAY	1
imipramine	KEGG_HEDGEHOG_SIGNALING_PATHWAY	1
imipramine	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	1
imipramine	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	1
imipramine	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	1
imipramine	PID_HEDGEHOG_GLI_PATHWAY	0.075
imipramine	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	1
imipramine	REACTOME_HEDGEHOG_ON_STATE	1
imipramine	REACTOME_SIGNALING_BY_HEDGEHOG	1
imipramine	WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT	1
imipramine	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	1
imipramine	WP_HEDGEHOG_SIGNALING_PATHWAY_WP47	1
nortriptyline	BIOCARTA_PTC1_PATHWAY	1
nortriptyline	BIOCARTA_SHH_PATHWAY	0.23
nortriptyline	KEGG_HEDGEHOG_SIGNALING_PATHWAY	1
nortriptyline	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	1
nortriptyline	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	1
nortriptyline	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	1
nortriptyline	PID_HEDGEHOG_GLI_PATHWAY	0.046
nortriptyline	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	1
nortriptyline	REACTOME_HEDGEHOG_ON_STATE	1
nortriptyline	REACTOME_SIGNALING_BY_HEDGEHOG	1
nortriptyline	WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT	1
nortriptyline	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	1
nortriptyline	WP_HEDGEHOG_SIGNALING_PATHWAY_WP47	1
